"TRK_IDNO","TRK_NM","TRK_SNNM","TRK_LNGTH","TRK_CTPRV_NM","TRK_EMNDN_NM","TRK_LTNO","TRK_ARA_NM","TRK_RQRMN_TM","TRK_RST_TM","TRK_SPRT_ITE_IDNO","TRK_BGN_LCTN_LNGTD","TRK_BGN_LCTN_LTTD","TRK_END_LCTN_LNGTD","TRK_END_LCTN_LTTD","TRK_AVRG_GRDNT","TRK_TOP_HASLV","TRK_LOWST_HASLV","TRK_UPR_LNGTH","TRK_FTL_LNGTH","TRK_DST_LNGTH","TRK_DGDFF_VAL","DATA_STCD","DATA_RGSTN_DTM","DATA_UPDT_DTM","DATA_CONNO","OPERT_TPCD","OCCRR_DTM","CNTCT_BGN_DTM","CNTCT_PRCES_DTM","CNTCT_PRCES_STCD","TRNSA_ID"
"20192051","관기봉_20190101_062429","관기봉_20190101_062429","7019.00","대구광역시","달성군 유가읍","","","21106","1008","1","128.505951","35.692562","128.506134","35.692745","9.43","1017.00","484.00","2.00","2.10","2.90","0","ACCEPT","2019-09-30 14:43:55","2019-12-17 17:22:27","394018","I","20190930144355000","20191217052200","20191217052227","S","trk_tx_191217172200002000"
"20192052","경기도부천시원미구_20190101_070654","경기도부천시원미구_20190101_070654","3103.00","경기도","부천시 부천동","","","10442","3421","1","126.797180","37.504837","126.792160","37.497532","5.39","168.00","22.00","0.70","1.70","0.70","0","ACCEPT","2019-09-30 14:43:57","2019-12-17 17:22:27","394022","I","20190930144357000","20191217052200","20191217052227","S","trk_tx_191217172200002000"
"20191045","울산간절곶해맞이_20190101_062558","울산간절곶해맞이_20190101_062558","3555.00","울산광역시","울주군 서생면","","","5449","4826","1","129.346573","35.352619","129.346298","35.352932","0.40","56.00","38.00","0.10","3.40","0.00","0","ACCEPT","2019-09-30 14:43:58","2019-12-17 17:22:27","394023","I","20190930144358000","20191217052200","20191217052227","S","trk_tx_191217172200002000"
"20195082","지리산천왕봉_20190101_025505","지리산천왕봉_20190101_025505","10755.00","경상남도","산청군 시천면","","","54910","15930","1","127.749107","35.303898","127.751656","35.301666","16.83","1944.00","594.00","4.52","1.26","4.98","0","ACCEPT","2019-09-30 14:43:53","2019-12-17 17:22:27","394012","I","20190930144353000","20191217052200","20191217052227","S","trk_tx_191217172200002000"
"20193058","백암봉-중봉-덕유산향적봉-실크로드상단-실크로드상단-미뉴에트-설천봉_20190101_031835","백암봉-중봉-덕유산향적봉-실크로드상단-실크로드상단-미뉴에트-설천봉_20190101_031835","10556.00","전라북도","무주군 안성면","","","42227","13249","1","127.699905","35.838009","127.745033","35.889160","8.49","1639.00","595.00","4.84","3.80","0.30","0","ACCEPT","2019-09-30 14:43:54","2019-12-17 17:22:27","394015","I","20190930144354000","20191217052200","20191217052227","S","trk_tx_191217172200002000"
"20194072","소공원-형제봉-비로봉-광교산시루봉-수리봉암봉_20190101_055731","소공원-형제봉-비로봉-광교산시루봉-수리봉암봉_20190101_055731","14255.00","경기도","용인시 수지구 성복동","","","34521","539","1","127.076195","37.313091","127.075584","37.312366","8.30","654.00","123.00","3.12","7.72","3.41","0","ACCEPT","2019-09-30 14:43:52","2019-12-17 17:22:27","394009","I","20190930144352000","20191217052200","20191217052227","S","trk_tx_191217172200002000"
"20196099","삼각봉-한라산-백록담동능__관음사콧_20190101_010929","삼각봉-한라산-백록담동능__관음사콧_20190101_010929","17907.00","제주특별자치도","제주시 아라동","","","74731","25710","1","126.550247","33.421886","126.550217","33.421715","14.25","1952.00","601.00","6.92","4.93","6.06","0","ACCEPT","2019-09-30 14:43:55","2019-12-17 17:22:27","394016","I","20190930144355000","20191217052200","20191217052227","S","trk_tx_191217172200002000"
"20191046","장군대산_20190101_065509","장군대산_20190101_065509","4187.00","경상남도","진주시 금산면","","","5720","1656","1","128.186081","35.199863","128.188293","35.198925","6.59","507.00","258.00","1.30","1.19","1.70","0","ACCEPT","2019-09-30 14:43:59","2019-12-17 17:22:27","394025","I","20190930144359000","20191217052200","20191217052227","S","trk_tx_191217172200002000"
"201917","타종_20181231_152507","타종_20181231_152507","8646.00","울산광역시","남구 달동","","","20939","62846","1","129.321533","35.537827","129.305847","35.529755","0.86","75.00","14.00","0.20","8.25","0.20","0","ACCEPT","2019-09-30 14:43:57","2019-12-17 17:22:27","394021","I","20190930144357000","20191217052200","20191217052227","S","trk_tx_191217172200002000"
"20193059","경기도남양주시_20190101_062001","경기도남양주시_20190101_062001","7445.00","경기도","남양주시 화도읍","","","23208","2150","1","127.292496","37.664978","127.303955","37.666374","12.24","807.00","112.00","2.80","1.70","2.94","0","ACCEPT","2019-09-30 14:44:00","2019-12-17 17:22:27","394027","I","20190930144400000","20191217052200","20191217052227","S","trk_tx_191217172200002000"
"20195083","서울특별시종로구_20181230_124518","서울특별시종로구_20181230_124518","4945.00","서울특별시","종로구 평창동","","","33659","0","1","126.956566","37.608555","126.925812","37.621189","9.28","451.00","9.00","1.30","1.85","1.80","0","ACCEPT","2019-09-30 14:44:00","2019-12-17 17:22:27","394026","I","20190930144400000","20191217052200","20191217052227","S","trk_tx_191217172200002000"
"20191047","인천광역시남동구_20190101_064936","인천광역시남동구_20190101_064936","1440.00","인천광역시","남동구 간석3동","","","3720","4224","1","126.710800","37.471275","126.709969","37.470028","10.63","204.00","59.00","0.40","0.74","0.30","0","ACCEPT","2019-09-30 14:44:02","2019-12-17 17:22:27","394030","I","20190930144402000","20191217052200","20191217052227","S","trk_tx_191217172200002000"
"20196101","상주산_20190101_103720","상주산_20190101_103720","3187.00","인천광역시","강화군 삼산면","","","11413","314","1","126.315849","37.739746","126.315895","37.739632","8.60","276.00","18.00","1.30","0.70","1.19","0","ACCEPT","2019-09-30 14:44:02","2019-12-17 17:22:27","394034","I","20190930144402000","20191217052200","20191217052227","S","trk_tx_191217172200002000"
"20196102","충청북도영동군_20190101_100829","충청북도영동군_20190101_100829","514.00","충청북도","영동군 양강면","","","5606","5017","1","127.690773","36.145390","127.690819","36.145432","5.67","181.00","141.00","0.10","0.30","0.20","0","ACCEPT","2019-09-30 14:44:04","2019-12-17 17:22:27","394046","I","20190930144404000","20191217052200","20191217052227","S","trk_tx_191217172200002000"
"20195085","충북단양군_20190101_052019","충북단양군_20190101_052019","5206.00","충청북도","단양군 가곡면","","","23400","425","1","128.459595","36.986645","128.483307","36.963440","0.00","1453.00","452.00","0.00","0.00","0.00","0","ACCEPT","2019-09-30 14:44:03","2019-12-17 17:22:27","394039","I","20190930144403000","20191217052200","20191217052227","S","trk_tx_191217172200002000"
"20193060","미륵산_20190101_063927","미륵산_20190101_063927","6078.00","전라북도","익산시 금마면","","","23307","113","1","127.033501","36.012867","127.041336","36.004814","8.69","484.00","67.00","0.40","4.00","1.10","0","ACCEPT","2019-09-30 14:44:02","2019-12-17 17:22:27","394035","I","20190930144402000","20191217052200","20191217052227","S","trk_tx_191217172200002000"
"20192053","봉황산-금오산-금오산금오봉_20190101_034855","봉황산-금오산-금오산금오봉_20190101_034855","9750.00","전라남도","여수시 돌산읍","","","40354","4554","1","127.782799","34.640987","127.800949","34.593292","7.15","470.00","40.00","2.25","5.60","1.90","0","ACCEPT","2019-09-30 14:43:59","2019-12-17 17:22:27","394024","I","20190930144359000","20191217052200","20191217052227","S","trk_tx_191217172200002000"
"20191049","대구광역시남구_20190101_062707","대구광역시남구_20190101_062707","2391.00","대구광역시","남구 봉덕2동","","","5923","415","1","128.598633","35.822704","128.586304","35.807507","9.62","582.00","228.00","1.69","0.70","0.00","0","ACCEPT","2019-09-30 14:44:04","2019-12-17 17:22:27","394045","I","20190930144404000","20191217052200","20191217052227","S","trk_tx_191217172200002000"
"20194074","마두봉-향로봉_20190101_045300","마두봉-향로봉_20190101_045300","7214.00","경상북도","포항시 북구 죽장면","","","32242","13426","1","129.236069","36.268116","129.236176","36.268089","12.25","968.00","309.00","2.60","1.90","2.71","0","ACCEPT","2019-09-30 14:44:02","2019-12-17 17:22:27","394033","I","20190930144402000","20191217052200","20191217052227","S","trk_tx_191217172200002000"
"20192054","형제봉_20190101_062420","형제봉_20190101_062420","6182.00","경기도","수원시 영통구 광교1동","","","21416","724","1","127.042282","37.308418","127.044479","37.308292","9.54","507.00","121.00","1.90","1.90","2.28","0","ACCEPT","2019-09-30 14:44:05","2019-12-17 17:22:27","394051","I","20190930144405000","20191217052200","20191217052227","S","trk_tx_191217172200002000"
"20194075","고룡산_일출_2019_20190101_064734","고룡산_일출_2019_20190101_064734","3488.00","충청남도","아산시 영인면","","","13757","3642","1","126.981766","36.883778","126.996719","36.899864","9.23","323.00","47.00","0.80","1.39","1.30","0","ACCEPT","2019-09-30 14:44:07","2019-12-17 17:22:27","394054","I","20190930144407000","20191217052200","20191217052227","S","trk_tx_191217172200002000"
"20196104","광양 가야산   시루봉 가야산","광양 가야산   시루봉 가야산","5257.00","전라남도","광양시 옥곡면","","","15436","424","1","127.704819","34.983490","127.696976","34.954033","10.29","524.00","42.00","1.90","2.26","1.10","0","ACCEPT","2019-09-30 14:44:06","2019-12-17 17:22:27","394053","I","20190930144406000","20191217052200","20191217052227","S","trk_tx_191217172200002000"
"20192055","고산골공룡공원-산성산_20190101_061547","고산골공룡공원-산성산_20190101_061547","6100.00","대구광역시","남구 봉덕2동","","","15527","3400","1","128.603622","35.829792","128.607056","35.832233","18.70","684.00","97.00","3.10","1.10","1.10","0","ACCEPT","2019-09-30 14:44:07","2019-12-17 17:22:27","394055","I","20190930144407000","20191217052200","20191217052227","S","trk_tx_191217172200002000"
"20193062","태백산장군봉-태백산_20190101_040204","태백산장군봉-태백산_20190101_040204","8212.00","강원도","태백시 문곡소도동","","","33858","13243","1","128.908951","37.120319","128.908264","37.120213","10.27","1594.00","916.00","3.00","2.50","2.70","0","ACCEPT","2019-09-30 14:44:08","2019-12-17 17:22:27","394056","I","20190930144408000","20191217052200","20191217052227","S","trk_tx_191217172200002000"
"20194076","소백산비로봉-삼가탐방지원센터_20190101_044850","소백산비로봉-삼가탐방지원센터_20190101_044850","7118.00","경상북도","영주시 풍기읍","","","42043","4043","1","128.500748","36.939018","128.500717","36.938938","15.16","1469.00","613.00","3.30","0.30","3.52","0","ACCEPT","2019-09-30 14:44:09","2019-12-17 17:22:27","394059","I","20190930144409000","20191217052200","20191217052227","S","trk_tx_191217172200002000"
"20191051","칠보산_20190101_064114","칠보산_20190101_064114","4716.00","경기도","수원시 권선구 금곡동","","","11644","1147","1","126.947449","37.276798","126.930527","37.261868","2.55","254.00","78.00","0.70","3.90","0.10","0","ACCEPT","2019-09-30 14:44:10","2019-12-17 17:22:27","394063","I","20190930144410000","20191217052200","20191217052227","S","trk_tx_191217172200002000"
"20192057","불곡산_20190101_065026","불곡산_20190101_065026","5661.00","경기도","성남시 분당구 구미1동","","","13700","1440","1","127.116417","37.349766","127.109879","37.350636","5.95","353.00","83.00","1.20","2.66","1.70","0","ACCEPT","2019-09-30 14:44:10","2019-12-17 17:22:27","394062","I","20190930144410000","20191217052200","20191217052227","S","trk_tx_191217172200002000"
"20191052","아미산_20190101_070020","아미산_20190101_070020","2437.00","충청남도","당진시 면천면","","","4556","2338","1","126.658394","36.848186","126.653687","36.850372","11.54","373.00","129.00","0.90","0.50","1.00","0","ACCEPT","2019-09-30 14:44:13","2019-12-17 17:22:27","394068","I","20190930144413000","20191217052200","20191217052227","S","trk_tx_191217172200002000"
"20192058","금수봉_20190101_062826","금수봉_20190101_062826","5080.00","대전광역시","유성구 진잠동","","","21754","0","1","127.290321","36.345238","127.291107","36.346092","8.83","473.00","112.00","1.20","2.68","1.20","0","ACCEPT","2019-09-30 14:44:14","2019-12-17 17:22:27","394069","I","20190930144414000","20191217052200","20191217052227","S","trk_tx_191217172200002000"
"20191053","함백산_20190101_060913","함백산_20190101_060913","852.00","강원도","태백시 문곡소도동","","","5117","10926","1","128.915771","37.154629","128.916489","37.160038","11.98","1592.00","1349.00","0.70","0.64","0.00","0","ACCEPT","2019-09-30 14:44:15","2019-12-17 17:22:27","394071","I","20190930144415000","20191217052200","20191217052227","S","trk_tx_191217172200002000"
"20194077","어승생악_20190101_081248","어승생악_20190101_081248","3856.00","제주특별자치도","제주시 노형동","","","13611","114","1","126.485664","33.390545","126.485489","33.390396","7.34","1197.00","949.00","0.90","1.96","1.00","0","ACCEPT","2019-09-30 14:44:13","2019-12-17 17:22:27","394067","I","20190930144413000","20191217052200","20191217052227","S","trk_tx_191217172200002000"
"20195090","팔룡산_20190101_091531","팔룡산_20190101_091531","4445.00","경상남도","창원시 마산회원구 양덕2동","","","12701","123","1","128.583588","35.227180","128.589508","35.238426","8.84","364.00","16.00","1.20","1.90","1.34","0","ACCEPT","2019-09-30 14:44:13","2019-12-17 17:22:27","394066","I","20190930144413000","20191217052200","20191217052227","S","trk_tx_191217172200002000"
"20193063","의상봉-원효봉-금정산고당봉_20190101_050344","의상봉-원효봉-금정산고당봉_20190101_050344","3765.00","부산광역시","금정구 금성동","","","15333","0","1","129.061493","35.241970","129.050644","35.280132","7.34","827.00","311.00","2.35","2.60","0.30","0","ACCEPT","2019-09-30 14:44:13","2019-12-17 17:22:27","394065","I","20190930144413000","20191217052200","20191217052227","S","trk_tx_191217172200002000"
"20191054","경기도시흥시_20190101_071301","경기도시흥시_20190101_071301","2212.00","경기도","시흥시 신천동","","","4726","936","1","126.781593","37.444763","126.779427","37.442066","8.73","235.00","76.00","0.30","1.20","0.70","0","ACCEPT","2019-09-30 14:44:15","2019-12-17 17:22:27","394074","I","20190930144415000","20191217052200","20191217052227","S","trk_tx_191217172200002000"
"20195091","성남시_영장산_산행_2019년_1월1일_10시_20190101_101056","성남시_영장산_산행_2019년_1월1일_10시_20190101_101056","1619.00","경기도","성남시 분당구 이매1동","","","3046","242","1","127.141335","37.396290","127.131836","37.394066","7.56","255.00","76.00","0.20","0.50","0.90","0","ACCEPT","2019-09-30 14:44:16","2019-12-17 17:22:27","394076","I","20190930144416000","20191217052200","20191217052227","S","trk_tx_191217172200002000"
"20192059","일광산_20190101_064735","일광산_20190101_064735","5528.00","부산광역시","기장군 기장읍","","","15546","242","1","129.217621","35.255749","129.217056","35.255768","8.88","445.00","58.00","1.70","1.73","2.10","0","ACCEPT","2019-09-30 14:44:15","2019-12-17 17:22:27","394073","I","20190930144415000","20191217052200","20191217052227","S","trk_tx_191217172200002000"
"20196105","국사봉-이수봉-석기봉-청계산망경대-매봉-판교제4호판교-금토산_20190101_054000","국사봉-이수봉-석기봉-청계산망경대-매봉-판교제4호판교-금토산_20190101_054000","15817.00","경기도","성남시 분당구 운중동","","","50712","10459","1","127.058296","37.391621","127.090729","37.388176","11.21","623.00","78.00","5.30","4.27","6.24","0","ACCEPT","2019-09-30 14:44:09","2019-12-17 17:22:27","394060","I","20190930144409000","20191217052200","20191217052227","S","trk_tx_191217172200002000"
"20194080","관악산연주대_20190101_053731","관악산연주대_20190101_053731","919.00","서울특별시","관악구 남현동","","","32329","4915","1","126.972099","37.462711","126.973915","37.471462","4.74","664.00","100.00","0.10","0.25","0.30","0","ACCEPT","2019-09-30 14:44:19","2019-12-17 17:22:27","394084","I","20190930144419000","20191217052200","20191217052227","S","trk_tx_191217172200002000"
"20191055","서봉산_20190101_055206","서봉산_20190101_055206","8242.00","경기도","화성시 봉담읍","","","20228","1544","1","126.942696","37.183372","126.942490","37.183567","3.69","275.00","58.00","1.00","5.84","1.40","0","ACCEPT","2019-09-30 14:44:17","2019-12-17 17:22:27","394079","I","20190930144417000","20191217052200","20191217052227","S","trk_tx_191217172200002000"
"20192060","서울특별시광진구_20190101_070126","서울특별시광진구_20190101_070126","5695.00","서울특별시","광진구 자양1동","","","12241","2156","1","127.082939","37.539482","127.082451","37.539711","3.02","155.00","37.00","0.40","4.40","0.90","0","ACCEPT","2019-09-30 14:44:19","2019-12-17 17:22:27","394081","I","20190930144419000","20191217052200","20191217052227","S","trk_tx_191217172200002000"
"20194081","서울특별시도봉구_20190101_052907","서울특별시도봉구_20190101_052907","8995.00","서울특별시","도봉구 도봉1동","","","31848","10229","1","127.037552","37.686760","127.050674","37.666939","8.60","711.00","31.00","2.70","4.62","2.80","0","ACCEPT","2019-09-30 14:44:19","2019-12-17 17:22:27","394085","I","20190930144419000","20191217052200","20191217052227","S","trk_tx_191217172200002000"
"20193065","중봉-가지산_20190101_050526","중봉-가지산_20190101_050526","5964.00","경상남도","밀양시 산내면","","","30635","10156","1","129.019333","35.608944","129.019363","35.608940","13.06","1258.00","670.00","2.30","1.90","1.76","0","ACCEPT","2019-09-30 14:44:19","2019-12-17 17:22:27","394083","I","20190930144419000","20191217052200","20191217052227","S","trk_tx_191217172200002000"
"20192061","울산광역시북구 무룡산 일출_20190101_053629","울산광역시북구 무룡산 일출_20190101_053629","7071.00","울산광역시","북구 송정동","","","23308","3642","1","129.373398","35.591625","129.373795","35.591724","10.80","445.00","64.00","2.60","1.77","2.70","0","ACCEPT","2019-09-30 14:44:22","2019-12-17 17:22:27","394090","I","20190930144422000","20191217052200","20191217052227","S","trk_tx_191217172200002000"
"20196106","제주특별자치도_20190101_020959","제주특별자치도_20190101_020959","18144.00","제주특별자치도","제주시 조천읍","","","75913","14551","1","126.619827","33.384892","126.550331","33.421574","13.72","1927.00","584.00","7.65","2.49","7.99","0","ACCEPT","2019-09-30 14:44:19","2019-12-17 17:22:27","394082","I","20190930144419000","20191217052200","20191217052227","S","trk_tx_191217172200002000"
"20196107","월악산영봉_20190101_084439","월악산영봉_20190101_084439","6454.00","충청북도","제천시 덕산면","","","25434","1548","1","128.131805","36.880032","128.130234","36.879154","15.84","1112.00","288.00","2.40","1.55","2.50","0","ACCEPT","2019-09-30 14:44:24","2019-12-17 17:22:27","394095","I","20190930144424000","20191217052200","20191217052227","S","trk_tx_191217172200002000"
"20194082","관악산연주대_20190101_053833","관악산연주대_20190101_053833","7583.00","경기도","과천시 중앙동","","","32031","5117","1","126.987778","37.429665","126.988251","37.429039","9.28","657.00","93.00","1.80","2.68","2.50","0","ACCEPT","2019-09-30 14:44:22","2019-12-17 17:22:27","394091","I","20190930144422000","20191217052200","20191217052227","S","trk_tx_191217172200002000"
"20195093","신불산_20190101_041812","신불산_20190101_041812","13486.00","울산광역시","울주군 상북면","","","41800","20842","1","129.068146","35.555748","129.078842","35.556789","11.14","1190.00","208.00","2.76","4.60","4.95","0","ACCEPT","2019-09-30 14:44:20","2019-12-17 17:22:27","394086","I","20190930144420000","20191217052200","20191217052227","S","trk_tx_191217172200002000"
"20192062","마니산_20190101_054129","마니산_20190101_054129","5606.00","인천광역시","강화군 화도면","","","23144","3137","1","126.407028","37.622707","126.407196","37.622669","6.80","484.00","138.00","1.20","3.40","1.00","0","ACCEPT","2019-09-30 14:44:24","2019-12-17 17:22:27","394094","I","20190930144424000","20191217052200","20191217052227","S","trk_tx_191217172200002000"
"20191058","2호근린공원도청이전-검무산_20190101_070650","2호근린공원도청이전-검무산_20190101_070650","4303.00","경상북도","예천군 호명면","","","10021","308","1","128.479584","36.577770","128.505844","36.576710","6.30","363.00","132.00","0.90","2.40","1.00","0","ACCEPT","2019-09-30 14:44:26","2019-12-17 17:22:27","394096","I","20190930144426000","20191217052200","20191217052227","S","trk_tx_191217172200002000"
"20196109","경상북도구미시_20190101_052232","경상북도구미시_20190101_052232","696.00","경상북도","구미시 선주원남동","","","23345","1746","1","128.306091","36.108429","128.297913","36.096256","21.76","1019.00","189.00","0.30","0.16","0.30","0","ACCEPT","2019-09-30 14:44:30","2019-12-17 17:22:27","394105","I","20190930144430000","20191217052200","20191217052227","S","trk_tx_191217172200002000"
"20194085","전마산_일출산행_20190101_053110","전마산_일출산행_20190101_053110","4162.00","경기도","남양주시 화도읍","","","15509","22410","1","127.290428","37.665836","127.290955","37.666084","13.89","832.00","170.00","0.50","0.60","2.50","0","ACCEPT","2019-09-30 14:44:29","2019-12-17 17:22:27","394102","I","20190930144429000","20191217052200","20191217052227","S","trk_tx_191217172200002000"
